word	log10(p)	rank	dependance	use fraction	other use fraction
设有	   -4.1364	1328	   20.4988	    0.0147	    0.0617
有效	   -4.1452	1361	   20.7619	    0.0144	    0.0625
份有	   -4.1757	1464	   28.0747	    0.0134	    0.0845
有些	   -4.2986	1934	   28.4741	    0.0101	    0.0857
都有	   -4.3016	1943	   11.0509	    0.0100	    0.0333

word	log10(p)	rank	dependance	use fraction	other use fraction
个	   -2.4254
个来	   -2.7861	6	  157.8594	    0.3391	    0.4612
一个	   -2.8482	9	   55.5294	    0.2939	    0.1622
这个	   -3.5327	232	   58.6377	    0.0608	    0.1713
个人	   -3.7332	429	    5.6865	    0.0383	    0.0166
个跨	   -3.7807	504	  134.9355	    0.0343	    0.3942
两个	   -3.8085	546	   67.9867	    0.0322	    0.1986
三个	   -4.1146	1253	    9.1462	    0.0159	    0.0267
个种	   -4.1802	1473	   20.5076	    0.0137	    0.0599
个月	   -4.1992	1536	    9.6823	    0.0131	    0.0283
整个	   -4.2588	1759	   52.1946	    0.0114	    0.1525
多个	   -4.2762	1834	    8.0312	    0.0110	    0.0235
每个	   -4.2935	1912	   27.5831	    0.0105	    0.0806

word	log10(p)	rank	dependance	use fraction	other use fraction
村	   -2.4265
庄村	   -3.5167	219	  157.7444	    0.0632	    0.4597
山村	   -3.9136	759	   10.7874	    0.0253	    0.0314
沟村	   -3.9849	938	  153.2125	    0.0215	    0.4465
家村	   -3.9886	947	    8.6441	    0.0213	    0.0252
村落	   -4.0517	1102	   70.3914	    0.0184	    0.2051
农村	   -4.1185	1268	   54.6074	    0.0158	    0.1591
子村	   -4.1327	1322	    6.5906	    0.0153	    0.0192
河村	   -4.1794	1469	   12.0703	    0.0137	    0.0352
桥村	   -4.2504	1728	   31.3353	    0.0117	    0.0913
田村	   -4.2637	1776	   13.1750	    0.0113	    0.0384
坪村	   -4.2843	1865	  116.4808	    0.0108	    0.3394
头村	   -4.2895	1894	   30.4064	    0.0107	    0.0886
湾村	   -4.2986	1932	   73.2689	    0.0104	    0.2135

word	log10(p)	rank	dependance	use fraction	other use fraction
部	   -2.4328
乐部	   -3.2169	76	  142.3101	    0.1279	    0.4087
部分	   -3.2863	100	   57.5204	    0.1090	    0.1652
外部	   -3.4039	144	   63.2014	    0.0832	    0.1815
部链	   -3.4117	152	  171.6304	    0.0817	    0.4929
一部	   -3.6240	311	    9.4646	    0.0501	    0.0272
中部	   -3.6443	334	    6.3578	    0.0478	    0.0183
部长	   -3.6732	358	   28.1219	    0.0447	    0.0808
南部	   -3.7938	527	   13.3272	    0.0339	    0.0383
北部	   -3.7978	534	   15.1677	    0.0336	    0.0436
全部	   -3.8290	586	   24.9284	    0.0312	    0.0716
部队	   -3.8822	672	   37.9362	    0.0276	    0.1090
部时	   -3.9816	928	   12.8950	    0.0220	    0.0370
西部	   -3.9935	959	    6.8423	    0.0214	    0.0197
东部	   -4.0413	1070	   11.4377	    0.0192	    0.0329
部门	   -4.0535	1106	   32.1038	    0.0186	    0.0922
内部	   -4.1241	1292	   10.1704	    0.0158	    0.0292
部夏	   -4.1812	1477	   19.6957	    0.0139	    0.0566
交部	   -4.1988	1534	   14.6210	    0.0133	    0.0420
育部	   -4.2549	1744	   20.9707	    0.0117	    0.0602
总部	   -4.2700	1804	   13.6370	    0.0113	    0.0392
副部	   -4.2787	1843	   19.6991	    0.0111	    0.0566
干部	   -4.3040	1949	   50.9947	    0.0105	    0.1465
部落	   -4.3170	1992	   38.7748	    0.0102	    0.1114

word	log10(p)	rank	dependance	use fraction	other use fraction
特	   -2.4518
斯特	   -3.3001	107	   25.0085	    0.1103	    0.0688
基特	   -3.4655	176	   42.7954	    0.0754	    0.1177
特峰	   -3.4763	182	  175.4160	    0.0735	    0.4823
卡特	   -3.6376	324	   42.9013	    0.0507	    0.1179
特林	   -3.7035	397	   23.8547	    0.0436	    0.0656
特拉	   -3.8467	612	   13.3522	    0.0313	    0.0367
特色	   -3.8519	620	   37.0465	    0.0310	    0.1019
伯特	   -3.9006	726	   53.5566	    0.0277	    0.1472
尔特	   -3.9022	730	    8.2548	    0.0276	    0.0227
特里	   -3.9032	734	   10.4045	    0.0275	    0.0286
特别	   -3.9073	746	   70.6749	    0.0273	    0.1943
特殊	   -4.0557	1111	  287.4910	    0.0194	    0.7904
蒙特	   -4.1556	1406	   30.8489	    0.0154	    0.0848
波特	   -4.2092	1576	   19.3810	    0.0136	    0.0533
科特	   -4.2097	1577	    5.9277	    0.0136	    0.0163
拉特	   -4.2343	1664	    5.4696	    0.0128	    0.0150
特雷	   -4.2891	1892	   16.6782	    0.0113	    0.0459
特兰	   -4.3359	2069	   10.8411	    0.0102	    0.0298

word	log10(p)	rank	dependance	use fraction	other use fraction
里	   -2.4686
公里	   -2.9287	16	   77.6381	    0.2698	    0.2053
里斯	   -3.4983	203	   16.4716	    0.0727	    0.0436
克里	   -3.6232	307	   21.9611	    0.0545	    0.0581
德里	   -3.7214	417	   16.9627	    0.0435	    0.0449
里克	   -3.8507	618	   13.0058	    0.0323	    0.0344
特里	   -3.9032	734	   10.4045	    0.0286	    0.0275
布里	   -3.9567	870	   18.6487	    0.0253	    0.0493
里亚	   -4.0010	970	   12.7949	    0.0228	    0.0338
这里	   -4.0454	1083	   19.8934	    0.0206	    0.0526
弗里	   -4.0684	1138	   49.6002	    0.0196	    0.1312
马里	   -4.0994	1217	   11.5870	    0.0182	    0.0306
阿里	   -4.1213	1281	   11.6928	    0.0173	    0.0309
格里	   -4.1652	1435	   12.7102	    0.0156	    0.0336
里德	   -4.2070	1567	    5.5449	    0.0142	    0.0147
里奥	   -4.2105	1581	   16.2099	    0.0141	    0.0429
里希	   -4.2299	1648	   27.7674	    0.0135	    0.0734
哈里	   -4.2359	1669	   19.3560	    0.0133	    0.0512
里达	   -4.2699	1803	   15.8666	    0.0123	    0.0420
里奇	   -4.2723	1814	   24.6079	    0.0122	    0.0651
英里	   -4.3255	2024	   10.0603	    0.0108	    0.0266
罗里	   -4.3260	2028	    6.8059	    0.0108	    0.0180

word	log10(p)	rank	dependance	use fraction	other use fraction
会	   -2.4781
员会	   -3.1854	65	   87.5974	    0.1527	    0.2267
社会	   -3.3766	130	   93.8051	    0.0983	    0.2428
动会	   -3.5028	205	   42.0295	    0.0735	    0.1088
协会	   -3.5587	248	  123.2462	    0.0646	    0.3189
会议	   -3.5998	286	   87.5301	    0.0588	    0.2265
会主	   -3.8035	542	   15.1006	    0.0368	    0.0391
委会	   -3.8062	544	   34.8587	    0.0365	    0.0902
议会	   -3.9003	722	   43.8167	    0.0294	    0.1134
学会	   -3.9203	777	    7.5031	    0.0281	    0.0194
会第	   -4.0692	1143	    8.2942	    0.0199	    0.0215
事会	   -4.0920	1201	   14.8644	    0.0189	    0.0385
合会	   -4.0947	1208	   15.9425	    0.0188	    0.0413
不会	   -4.1313	1315	    8.5506	    0.0173	    0.0221
运会	   -4.1569	1408	   15.4884	    0.0163	    0.0401
会副	   -4.2304	1652	   24.4299	    0.0138	    0.0632
教会	   -4.2385	1687	    9.6646	    0.0135	    0.0250
会委	   -4.2626	1773	   12.1894	    0.0128	    0.0315
金会	   -4.3254	2023	    8.8556	    0.0111	    0.0229
会奖	   -4.3293	2042	   22.6313	    0.0110	    0.0586
商会	   -4.3386	2087	   24.7255	    0.0107	    0.0640
会长	   -4.3675	2238	    6.3094	    0.0100	    0.0163

word	log10(p)	rank	dependance	use fraction	other use fraction
德	   -2.4822
德国	   -3.2888	104	   15.2678	    0.1215	    0.0391
尔德	   -3.7177	414	   13.5417	    0.0452	    0.0347
德里	   -3.7214	417	   16.9627	    0.0449	    0.0435
安德	   -3.8096	548	   21.5239	    0.0366	    0.0552
德拉	   -3.9813	925	   10.5048	    0.0247	    0.0269
德斯	   -4.0271	1032	    5.0297	    0.0222	    0.0129
德尔	   -4.0392	1069	    6.4588	    0.0216	    0.0166
拉德	   -4.0728	1150	    8.5087	    0.0200	    0.0218
雷德	   -4.1644	1433	   23.8405	    0.0162	    0.0611
德语	   -4.1896	1504	   15.7470	    0.0153	    0.0404
默德	   -4.2016	1545	   71.7566	    0.0148	    0.1839
里德	   -4.2070	1567	    5.5449	    0.0147	    0.0142
福德	   -4.2078	1570	   19.6284	    0.0146	    0.0503
德华	   -4.2512	1732	    9.8580	    0.0132	    0.0253
德烈	   -4.2658	1788	   75.1256	    0.0128	    0.1926
罗德	   -4.2711	1809	    7.9693	    0.0127	    0.0204
爱德	   -4.2776	1837	   35.6729	    0.0125	    0.0914
查德	   -4.2908	1898	   18.6391	    0.0121	    0.0478
马德	   -4.2947	1920	    7.6252	    0.0120	    0.0195
纳德	   -4.3095	1967	   17.6920	    0.0116	    0.0453
德森	   -4.3139	1981	   20.4204	    0.0115	    0.0523
德罗	   -4.3444	2123	    6.7317	    0.0107	    0.0173
伍德	   -4.3499	2157	  103.2995	    0.0106	    0.2648

word	log10(p)	rank	dependance	use fraction	other use fraction
南	   -2.4857
南京	   -3.5653	252	   61.3724	    0.0648	    0.1561
南省	   -3.5930	279	   32.1728	    0.0608	    0.0818
河南	   -3.6220	306	   49.9245	    0.0569	    0.1269
湖南	   -3.6472	339	   87.0063	    0.0536	    0.2212
越南	   -3.7284	423	  134.4035	    0.0445	    0.3418
云南	   -3.7553	463	  119.5618	    0.0418	    0.3040
南部	   -3.7938	527	   13.3272	    0.0383	    0.0339
西南	   -3.7966	532	   12.1613	    0.0380	    0.0309
东南	   -3.8551	625	   19.8339	    0.0332	    0.0504
海南	   -4.0588	1118	    9.8508	    0.0208	    0.0250
南方	   -4.0676	1135	   11.3099	    0.0204	    0.0288
南北	   -4.1254	1296	    8.0574	    0.0178	    0.0205
南昌	   -4.1336	1325	   62.9803	    0.0175	    0.1601
济南	   -4.1597	1418	   44.1345	    0.0165	    0.1122
南美	   -4.2160	1600	    7.9990	    0.0145	    0.0203
南非	   -4.2207	1618	   29.2528	    0.0143	    0.0744
南路	   -4.2283	1640	    6.5328	    0.0141	    0.0166
南海	   -4.2431	1704	    6.4437	    0.0136	    0.0164
南站	   -4.2681	1794	    6.1260	    0.0128	    0.0156
江南	   -4.2925	1907	   10.1394	    0.0121	    0.0258
南亚	   -4.3041	1950	    6.6217	    0.0118	    0.0168

word	log10(p)	rank	dependance	use fraction	other use fraction
政	   -2.4919
行政	   -2.8641	11	   82.1126	    0.3302	    0.2059
政区	   -2.9751	19	   76.7612	    0.2557	    0.1924
政府	   -3.0666	39	  240.1546	    0.2072	    0.6021
政治	   -3.0801	45	  164.5971	    0.2008	    0.4126
民政	   -3.5213	223	   31.4863	    0.0727	    0.0789
国政	   -3.6142	298	    7.3793	    0.0587	    0.0185
政协	   -3.8425	609	   66.1973	    0.0347	    0.1660
市政	   -3.9425	826	    8.2503	    0.0276	    0.0207
政策	   -3.9762	913	  194.7498	    0.0255	    0.4882
政单	   -3.9981	967	   38.4776	    0.0243	    0.0965
政党	   -4.1427	1350	   21.8657	    0.0174	    0.0548
政权	   -4.1917	1513	   29.1314	    0.0155	    0.0730
财政	   -4.2072	1568	  125.7354	    0.0150	    0.3152
邮政	   -4.2139	1592	  106.1006	    0.0148	    0.2660
央政	   -4.2982	1931	   27.8331	    0.0122	    0.0698
省政	   -4.3260	2029	    6.0340	    0.0114	    0.0151
朝政	   -4.3489	2149	   10.4505	    0.0108	    0.0262
政委	   -4.3825	2291	    9.5474	    0.0100	    0.0239

word	log10(p)	rank	dependance	use fraction	other use fraction
星	   -2.4938
行星	   -2.5930	1	  153.9616	    0.6191	    0.3843
星研	   -3.3763	129	  119.7218	    0.1020	    0.2988
星期	   -3.5904	278	   48.4028	    0.0623	    0.1208
星追	   -3.9342	810	  145.1413	    0.0282	    0.3623
卫星	   -4.0345	1053	   56.7043	    0.0224	    0.1415
恒星	   -4.1139	1251	  175.7228	    0.0187	    0.4386
星带	   -4.2110	1582	   43.6000	    0.0149	    0.1088
星等	   -4.2346	1665	   13.5007	    0.0141	    0.0337
明星	   -4.2945	1919	    8.2140	    0.0123	    0.0205
星系	   -4.3184	1999	   11.8727	    0.0117	    0.0296
星官	   -4.3424	2114	   16.7697	    0.0110	    0.0419
星座	   -4.3518	2171	   25.3397	    0.0108	    0.0632

word	log10(p)	rank	dependance	use fraction	other use fraction
克	   -2.4962
克斯	   -3.5084	206	   17.1467	    0.0756	    0.0426
克里	   -3.6232	307	   21.9611	    0.0581	    0.0545
匹克	   -3.6702	356	  307.1536	    0.0521	    0.7624
克运	   -3.7443	449	   41.7632	    0.0440	    0.1037
拉克	   -3.8345	594	   15.2093	    0.0357	    0.0378
里克	   -3.8507	618	   13.0058	    0.0344	    0.0323
克拉	   -3.8729	651	   13.9233	    0.0327	    0.0346
马克	   -3.8874	680	   20.1129	    0.0316	    0.0499
尼克	   -3.9466	839	   19.3549	    0.0276	    0.0480
萨克	   -3.9500	851	   53.3938	    0.0274	    0.1325
斯克	   -3.9976	965	    5.5592	    0.0245	    0.0138
克尔	   -4.0525	1103	    6.4689	    0.0216	    0.0161
洛克	   -4.1240	1291	   25.8559	    0.0183	    0.0642
克兰	   -4.1530	1397	   18.2974	    0.0171	    0.0454
兰克	   -4.1666	1438	   17.7346	    0.0166	    0.0440
麦克	   -4.1709	1447	   94.7960	    0.0165	    0.2353
克莱	   -4.1796	1471	   28.7949	    0.0161	    0.0715
坦克	   -4.1856	1493	   51.6561	    0.0159	    0.1282
迈克	   -4.1903	1508	  153.0466	    0.0157	    0.3799
捷克	   -4.1960	1526	  145.3327	    0.0155	    0.3607
克森	   -4.2105	1580	   26.7601	    0.0150	    0.0664
乌克	   -4.2888	1889	   35.7198	    0.0125	    0.0887
杰克	   -4.3137	1979	   54.1770	    0.0118	    0.1345
克罗	   -4.3141	1982	    7.4542	    0.0118	    0.0185
克雷	   -4.3222	2012	   17.1199	    0.0116	    0.0425
克林	   -4.3252	2022	    6.3128	    0.0115	    0.0157
克利	   -4.3392	2093	    5.4260	    0.0112	    0.0135
维克	   -4.3531	2176	    8.3564	    0.0108	    0.0207
克萨	   -4.3863	2309	   19.5525	    0.0100	    0.0485
巴克	   -4.3863	2310	    7.3165	    0.0100	    0.0182

word	log10(p)	rank	dependance	use fraction	other use fraction
上	   -2.4982
上海	   -3.1141	54	   89.2670	    0.1884	    0.2205
以上	   -3.7737	493	   18.8000	    0.0413	    0.0464
史上	   -4.0556	1110	   17.8069	    0.0216	    0.0440
上映	   -4.1118	1245	  116.2783	    0.0189	    0.2873
加上	   -4.1485	1377	    9.5759	    0.0174	    0.0237
晚上	   -4.2712	1811	   76.3647	    0.0131	    0.1887
上午	   -4.2891	1891	   99.3878	    0.0126	    0.2455

word	log10(p)	rank	dependance	use fraction	other use fraction
家	   -2.4988
国家	   -2.9756	21	   32.6298	    0.2596	    0.0805
学家	   -3.5422	236	   18.7992	    0.0704	    0.0464
家族	   -3.7512	460	   57.7353	    0.0435	    0.1424
作家	   -3.7684	482	   21.5482	    0.0418	    0.0532
家庭	   -3.8883	684	  186.8373	    0.0317	    0.4609
家村	   -3.9886	947	    8.6441	    0.0252	    0.0213
家庄	   -4.0066	983	   60.3019	    0.0242	    0.1488
皇家	   -4.0491	1092	   61.2645	    0.0219	    0.1511
专家	   -4.1944	1520	   34.1732	    0.0157	    0.0843
张家	   -4.2058	1561	   24.1573	    0.0153	    0.0596
玩家	   -4.2299	1647	  166.6708	    0.0145	    0.4112
家协	   -4.2640	1778	   25.4810	    0.0134	    0.0629
术家	   -4.3305	2045	   22.1900	    0.0115	    0.0547
画家	   -4.3392	2092	   38.5191	    0.0112	    0.0950
家级	   -4.3710	2247	   10.5021	    0.0104	    0.0259
治家	   -4.3821	2289	    8.3442	    0.0102	    0.0206

word	log10(p)	rank	dependance	use fraction	other use fraction
主	   -2.5044
主要	   -3.3168	114	  104.7337	    0.1198	    0.2551
主义	   -3.3880	133	  151.8293	    0.1017	    0.3698
主席	   -3.5111	212	  257.5616	    0.0766	    0.6273
民主	   -3.5499	240	   30.3449	    0.0701	    0.0739
主教	   -3.5819	270	   46.5772	    0.0651	    0.1134
主任	   -3.6005	287	   48.5156	    0.0624	    0.1182
主持	   -3.6371	323	  108.1756	    0.0573	    0.2635
副主	   -3.7293	424	   82.3073	    0.0464	    0.2005
主角	   -3.7801	503	   68.5218	    0.0412	    0.1669
会主	   -3.8035	542	   15.1006	    0.0391	    0.0368
公主	   -3.8302	589	   10.5762	    0.0367	    0.0258
天主	   -3.8362	598	   20.3989	    0.0362	    0.0497
主演	   -3.8728	649	   54.7167	    0.0333	    0.1333
主编	   -3.9516	855	   33.7846	    0.0278	    0.0823
君主	   -4.0269	1031	  102.2035	    0.0234	    0.2489
主党	   -4.0286	1034	   29.2687	    0.0233	    0.0713
为主	   -4.0437	1081	    5.5573	    0.0225	    0.0135
主题	   -4.0584	1116	   52.6820	    0.0217	    0.1283
主唱	   -4.0762	1160	   63.5848	    0.0209	    0.1549
女主	   -4.1397	1343	   16.4277	    0.0180	    0.0400
得主	   -4.1891	1502	   16.3368	    0.0161	    0.0398
男主	   -4.2493	1724	   27.1824	    0.0140	    0.0662
产主	   -4.3663	2232	   15.3125	    0.0107	    0.0373

word	log10(p)	rank	dependance	use fraction	other use fraction
第	   -2.5099
第一	   -3.0448	32	   42.8890	    0.2270	    0.1032
第二	   -3.1415	59	  111.1179	    0.1817	    0.2673
第三	   -3.3910	135	   58.7796	    0.1023	    0.1414
第十	   -3.5448	238	   48.5653	    0.0718	    0.1168
第四	   -3.6170	302	   54.6281	    0.0608	    0.1314
第五	   -3.7559	464	   51.8733	    0.0442	    0.1248
第六	   -3.8512	619	   60.6920	    0.0355	    0.1460
第七	   -3.9223	784	   67.6611	    0.0301	    0.1627
第八	   -4.0647	1132	   41.8614	    0.0217	    0.1007
会第	   -4.0692	1143	    8.2942	    0.0215	    0.0199
军第	   -4.1007	1223	   12.4823	    0.0200	    0.0300
第九	   -4.1849	1491	   36.1620	    0.0164	    0.0870

word	log10(p)	rank	dependance	use fraction	other use fraction
本	   -2.5135
日本	   -2.9036	14	  100.1982	    0.3170	    0.2390
版本	   -3.3953	137	  161.3853	    0.1021	    0.3849
文本	   -3.4755	181	   25.4885	    0.0849	    0.0608
副本	   -3.8689	647	   60.9457	    0.0343	    0.1454
基本	   -3.8779	663	   19.0842	    0.0336	    0.0455
本名	   -4.1704	1445	    5.6647	    0.0171	    0.0135
本科	   -4.2781	1839	    5.8378	    0.0134	    0.0139
本身	   -4.3832	2293	   28.2461	    0.0105	    0.0674
本作	   -4.4015	2382	    5.1877	    0.0101	    0.0124
原本	   -4.4028	2388	    8.5130	    0.0100	    0.0203

word	log10(p)	rank	dependance	use fraction	other use fraction
山	   -2.5200
山东	   -3.5620	251	   42.1533	    0.0706	    0.0991
山西	   -3.7318	425	   15.2770	    0.0478	    0.0359
中山	   -3.8333	590	    5.0285	    0.0378	    0.0118
马山	   -3.8960	711	   20.8300	    0.0327	    0.0489
山村	   -3.9136	759	   10.7874	    0.0314	    0.0253
蒙山	   -3.9139	760	   62.9753	    0.0314	    0.1480
山市	   -4.0069	984	    7.5890	    0.0254	    0.0178
历山	   -4.1108	1244	   28.7057	    0.0200	    0.0675
山区	   -4.1291	1306	    5.7445	    0.0191	    0.0135
金山	   -4.1861	1496	   13.4397	    0.0168	    0.0316
山县	   -4.2039	1551	   10.5896	    0.0161	    0.0249
山峰	   -4.2618	1771	   33.6328	    0.0141	    0.0790
山站	   -4.2665	1790	    6.6544	    0.0139	    0.0156
火山	   -4.2729	1819	   34.8691	    0.0137	    0.0819
山口	   -4.2808	1852	    9.0896	    0.0135	    0.0214
山路	   -4.2917	1902	    6.1091	    0.0132	    0.0144
形山	   -4.3424	2113	   25.3319	    0.0117	    0.0595
青山	   -4.3473	2136	   18.7052	    0.0116	    0.0440
高山	   -4.3633	2219	    5.5554	    0.0112	    0.0131
山脉	   -4.3752	2264	  206.4327	    0.0109	    0.4851
山田	   -4.3923	2336	   12.1511	    0.0104	    0.0286

word	log10(p)	rank	dependance	use fraction	other use fraction
拉	   -2.5205
拉斯	   -3.5536	243	   16.3420	    0.0721	    0.0384
阿拉	   -3.6464	337	   39.3239	    0.0582	    0.0923
拉克	   -3.8345	594	   15.2093	    0.0378	    0.0357
乌拉	   -3.8385	601	  106.5287	    0.0374	    0.2501
特拉	   -3.8467	612	   13.3522	    0.0367	    0.0313
克拉	   -3.8729	651	   13.9233	    0.0346	    0.0327
布拉	   -3.8741	655	   25.4110	    0.0345	    0.0596
格拉	   -3.8887	686	   27.0644	    0.0333	    0.0635
德拉	   -3.9813	925	   10.5048	    0.0269	    0.0247
卡拉	   -3.9845	936	   22.6045	    0.0267	    0.0531
斯拉	   -4.0141	998	    5.6597	    0.0250	    0.0133
拉伯	   -4.0184	1008	   47.8303	    0.0247	    0.1123
拉夫	   -4.0237	1021	   25.7266	    0.0244	    0.0604
拉跨	   -4.0560	1112	   89.0981	    0.0227	    0.2091
古拉	   -4.0630	1128	   24.5342	    0.0223	    0.0576
拉德	   -4.0728	1150	    8.5087	    0.0218	    0.0200
加拉	   -4.1147	1254	   10.8953	    0.0198	    0.0256
拉丁	   -4.1292	1308	   51.2068	    0.0192	    0.1202
普拉	   -4.1492	1381	   23.5833	    0.0183	    0.0554
巴拉	   -4.1501	1387	   13.3286	    0.0183	    0.0313
马拉	   -4.2059	1563	   10.2155	    0.0161	    0.0240
弗拉	   -4.2181	1608	   39.5892	    0.0156	    0.0929
拉特	   -4.2343	1664	    5.4696	    0.0150	    0.0128
拉姆	   -4.2372	1679	   27.1265	    0.0149	    0.0637
